gene	peak	max_abs_Z_RNA	max_abs_Z_ATAC	PPA_3	h2cis_RNA	h2cis_se_RNA	h2cis_p_RNA	h2cis_ATAC	h2cis_se_ATAC	h2cis_p_ATAC	oe_lof_upper	loeuf_quintile	peak_pos	gene_pos	peak_distance	peak_distance_quintile	start_atac	end_atac
UGT2B15	ATAC_chr4_68668597_68669036	19.4866	12.4337	0.999761	0.00139	0.00655	0.4343	0.14814	0.07905	0.00403	1.733	5	68668816	68670651	1835	1	68668597	68669036
UGT2B15	ATAC_chr4_68671057_68672085	19.4866	8.26527	0.999754	0.00139	0.00655	0.4343	0.01588	0.0296	0.3181	1.733	5	68671571	68670651	920	1	68671057	68672085
G3BP2	ATAC_chr4_75655491_75656043	4.86351	14.0306	0.998304	0.08449	0.03138	0.00052	0.64735	0.07705	0	0.179	1	75655767	75724588	68821	4	75655491	75656043
CXCL10	ATAC_chr4_76002694_76003356	11.0461	5.40303	0.999718	0.27161	0.04734	0	0.28417	0.08929	0.00062	1.002	4	76003025	76023496	20471	2	76002694	76003356
CXCL10	ATAC_chr4_76011477_76012791	10.9992	10.3284	0.999857	0.27161	0.04734	0	0.65716	0.08622	0	1.002	4	76012133	76023496	11363	2	76011477	76012791
CXCL10	ATAC_chr4_76015248_76017957	10.9992	8.93499	0.996803	0.27161	0.04734	0	0.48891	0.08854	0	1.002	4	76016602	76023496	6894	2	76015248	76017957
CXCL9	ATAC_chr4_76002694_76003356	8.17075	5.40303	0.999521	0.18792	0.04056	0	0.28417	0.08929	0.00062	1.691	5	76003025	76007508	4483	1	76002694	76003356
CXCL9	ATAC_chr4_76011477_76012791	8.0113	10.3284	0.99981	0.18792	0.04056	0	0.65716	0.08622	0	1.691	5	76012133	76007508	4625	1	76011477	76012791
CXCL9	ATAC_chr4_76015248_76017957	8.0113	8.93499	0.996258	0.18792	0.04056	0	0.48891	0.08854	0	1.691	5	76016602	76007508	9094	2	76015248	76017957
ANXA3	ATAC_chr4_78551274_78552348	9.36062	4.86401	0.999603	0.27722	0.06196	0	0.18241	0.07512	0.00083	1.264	4	78551811	78551746	65	1	78551274	78552348
RASGEF1B	ATAC_chr4_81522528_81523123	4.57553	5.60106	0.99805	0.00881	0.01322	0.2858	0.28467	0.10778	0.00892	0.349	1	81522825	82044243	521418	5	81522528	81523123
RASGEF1B	ATAC_chr4_81523400_81524313	4.57553	9.74988	0.997093	0.00881	0.01322	0.2858	0.68217	0.07227	0	0.349	1	81523856	82044243	520387	5	81523400	81524313
SCD5	ATAC_chr4_82797609_82798065	15.8151	6.1075	0.999887	0.24611	0.04365	0	0.23438	0.081	0.00083	0.927	3	82797837	82798795	958	1	82797609	82798065
SCD5	ATAC_chr4_82798088_82800591	15.8151	11.3269	0.999951	0.24611	0.04365	0	0.53639	0.09282	0	0.927	3	82799339	82798795	544	1	82798088	82800591
COQ2	ATAC_chr4_83220870_83222838	6.8973	11.6841	0.999977	0.2841	0.05969	0	0.79937	0.05747	0	0.887	3	83221853	83284913	63060	4	83220870	83222838
COQ2	ATAC_chr4_83223746_83225054	6.8973	11.2041	0.999976	0.2841	0.05969	0	0.8204	0.04795	0	0.887	3	83224399	83284913	60514	4	83223746	83225054
COQ2	ATAC_chr4_83230770_83232594	6.8973	4.73251	0.999952	0.2841	0.05969	0	0.33397	0.1083	0.00059	0.887	3	83231681	83284913	53232	3	83230770	83232594
HPSE	ATAC_chr4_83220870_83222838	3.2069	11.6841	0.997733	0.03375	0.02606	0.1091	0.79937	0.05747	0	1.159	4	83221853	83335152	113299	5	83220870	83222838
HPSE	ATAC_chr4_83223746_83225054	3.2069	11.2041	0.997422	0.03375	0.02606	0.1091	0.8204	0.04795	0	1.159	4	83224399	83335152	110753	4	83223746	83225054
HPSE	ATAC_chr4_83230770_83232594	3.2069	4.73251	0.995685	0.03375	0.02606	0.1091	0.33397	0.1083	0.00059	1.159	4	83231681	83335152	103471	4	83230770	83232594
PLAC8	ATAC_chr4_83220870_83222838	9.42471	11.6841	0.999978	0.38035	0.05599	0	0.79937	0.05747	0	1.174	4	83221853	83137074	84779	4	83220870	83222838
PLAC8	ATAC_chr4_83223746_83225054	9.42471	11.2041	0.999977	0.38035	0.05599	0	0.8204	0.04795	0	1.174	4	83224399	83137074	87325	4	83223746	83225054
PLAC8	ATAC_chr4_83230770_83232594	9.42471	4.73251	0.999953	0.38035	0.05599	0	0.33397	0.1083	0.00059	1.174	4	83231681	83137074	94607	4	83230770	83232594
ARHGAP24	ATAC_chr4_85481388_85482978	9.09177	4.85739	0.997558	0.27962	0.0485	0	0.22852	0.08078	0.0025	0.833	3	85482183	85475149	7034	2	85481388	85482978
GPRIN3	ATAC_chr4_89283521_89285141	4.1189	8.25907	0.999655	0.05735	0.03915	0.09167	0.64404	0.10527	0.00019	1.474	5	89284331	89307799	23468	2	89283521	89285141
GPRIN3	ATAC_chr4_89285527_89286014	4.1189	7.78608	0.999675	0.05735	0.03915	0.09167	0.42027	0.09719	0.00035	1.474	5	89285770	89307799	22029	2	89285527	89286014
GPRIN3	ATAC_chr4_89294300_89295766	3.61393	5.2748	0.999374	0.05735	0.03915	0.09167	0.31612	0.12695	0.0313	1.474	5	89295033	89307799	12766	2	89294300	89295766
MMRN1	ATAC_chr4_89897983_89898941	12.1338	12.6897	0.999738	0.21517	0.04463	0	0.54468	0.07938	0	1.195	4	89898461	89879531	18930	2	89897983	89898941
MMRN1	ATAC_chr4_89906823_89907133	12.1338	5.84047	0.999182	0.21517	0.04463	0	0.42893	0.11226	0	1.195	4	89906977	89879531	27446	3	89906823	89907133
SNCA	ATAC_chr4_89906823_89907133	8.43449	5.84047	0.996907	0.20391	0.04398	0	0.42893	0.11226	0	0.429	1	89906977	89838314	68663	4	89906823	89907133
MTTP	ATAC_chr4_99635609_99636252	12.9913	4.58883	0.99997	0.33033	0.05231	0	0.1438	0.07064	0.02304	0.587	2	99635930	99564080	71850	4	99635609	99636252
CISD2	ATAC_chr4_102780483_102780947	4.24871	5.37381	0.993355	0.03203	0.01868	0.00502	0.24946	0.09508	6.00E-05	0.91	3	102780715	102868973	88258	4	102780483	102780947
CISD2	ATAC_chr4_102809263_102810179	4.18291	12.7964	0.99191	0.03203	0.01868	0.00502	0.60383	0.07855	0	0.91	3	102809721	102868973	59252	4	102809263	102810179
CISD2	ATAC_chr4_102872948_102874349	4.24871	5.98125	0.989132	0.03203	0.01868	0.00502	0.25028	0.09197	1.00E-05	0.91	3	102873648	102868973	4675	1	102872948	102874349
INTS12	ATAC_chr4_105666680_105667766	7.16366	5.33661	0.999881	0.12977	0.04274	0	0.26134	0.10096	0.0004	0.436	2	105667223	105895985	228762	5	105666680	105667766
AIMP1	ATAC_chr4_106312915_106314032	9.39506	4.09043	0.996675	0.14046	0.0407	0	0.26208	0.0904	0.00078	1.216	4	106313473	106315543	2070	1	106312915	106314032
TBCK	ATAC_chr4_106312915_106314032	14.0556	4.09043	0.996909	0.18737	0.03932	0	0.26208	0.0904	0.00078	0.871	3	106313473	106316682	3209	1	106312915	106314032
PAPSS1	ATAC_chr4_107740170_107741368	9.36201	5.20807	0.999391	0.20136	0.04384	0	0.32114	0.10411	0.00117	0.792	3	107740769	107720233	20536	2	107740170	107741368
CYP2U1	ATAC_chr4_107936976_107937746	5.90025	3.95908	0.999573	0.11207	0.03513	0.00012	0.25913	0.11037	0.01538	0.747	3	107937361	107931548	5813	2	107936976	107937746
ENPEP	ATAC_chr4_110483408_110484599	4.77952	4.58295	0.999781	0.07729	0.02934	0.00237	0.25142	0.09852	0.01369	1.143	4	110484003	110365732	118271	5	110483408	110484599
ENPEP	ATAC_chr4_110484829_110485444	4.79247	4.46504	0.997026	0.07729	0.02934	0.00237	0.34119	0.08461	0.00034	1.143	4	110485136	110365732	119404	5	110484829	110485444
AP1AR	ATAC_chr4_112031535_112032031	4.27048	4.24815	0.998827	0.10682	0.04657	0.00657	0.30347	0.08531	0.0002	0.559	2	112031783	112231739	199956	5	112031535	112032031
ALPK1	ATAC_chr4_112270318_112272772	5.17082	8.99242	0.998322	0.13441	0.03779	0	0.56782	0.08739	0	0.929	3	112271545	112285508	13963	2	112270318	112272772
ALPK1	ATAC_chr4_112273235_112274527	5.17082	8.98725	0.998356	0.13441	0.03779	0	0.51541	0.09835	0	0.929	3	112273881	112285508	11627	2	112273235	112274527
ALPK1	ATAC_chr4_112279081_112280656	5.16677	14.7529	0.99858	0.13441	0.03779	0	0.71415	0.0632	0	0.929	3	112279868	112285508	5640	1	112279081	112280656
ALPK1	ATAC_chr4_112280839_112283926	5.16677	10.5396	0.998697	0.13441	0.03779	0	0.73542	0.06653	0	0.929	3	112282382	112285508	3126	1	112280839	112283926
TIFA	ATAC_chr4_112270318_112272772	22.386	8.99242	0.998591	0.58132	0.05098	0	0.56782	0.08739	0	1.15	4	112271545	112285954	14409	2	112270318	112272772
TIFA	ATAC_chr4_112273235_112274527	22.386	8.98725	0.999474	0.58132	0.05098	0	0.51541	0.09835	0	1.15	4	112273881	112285954	12073	2	112273235	112274527
TIFA	ATAC_chr4_112279081_112280656	22.386	14.7529	0.999547	0.58132	0.05098	0	0.71415	0.0632	0	1.15	4	112279868	112285954	6086	2	112279081	112280656
TIFA	ATAC_chr4_112280839_112283926	22.1224	10.5396	0.999571	0.58132	0.05098	0	0.73542	0.06653	0	1.15	4	112282382	112285954	3572	1	112280839	112283926
PDE5A	ATAC_chr4_119233735_119234226	8.08052	4.29659	0.998076	0.10616	0.03543	0	0.15368	0.07939	0.01092	0.51	2	119233980	119628803	394823	5	119233735	119234226
EXOSC9	ATAC_chr4_121764678_121765494	15.4363	6.17011	0.998393	0.32797	0.04824	0	0.3404	0.09194	0.00051	1.11	4	121765085	121801317	36232	3	121764678	121765494
EXOSC9	ATAC_chr4_121797953_121802320	14.6622	12.652	0.999983	0.32797	0.04824	0	0.65098	0.06486	0	1.11	4	121800136	121801317	1181	1	121797953	121802320
FGF2	ATAC_chr4_122784930_122785669	15.7081	4.60626	0.999961	0.48085	0.07443	0	0.17753	0.0872	0.01455	1.043	4	122785299	122826707	41408	3	122784930	122785669
FGF2	ATAC_chr4_122845105_122846260	11.2645	5.58001	0.998286	0.48085	0.07443	0	0.31212	0.11378	0.00021	1.043	4	122845682	122826707	18975	2	122845105	122846260
FGF2	ATAC_chr4_122873831_122874217	12.1286	4.26681	0.998611	0.48085	0.07443	0	0.28947	0.11497	0.00196	1.043	4	122874023	122826707	47316	3	122873831	122874217
FGF2	ATAC_chr4_122878517_122879554	12.7321	2.72111	0.980367	0.48085	0.07443	0	0.06776	0.05438	0.1097	1.043	4	122879035	122826707	52328	3	122878517	122879554
BBS12	ATAC_chr4_122851308_122851859	5.23736	3.85708	0.99946	0.07961	0.03353	0.00115	0.05173	0.05238	0.1733	0.963	3	122851583	122732701	118882	5	122851308	122851859
RAB33B	ATAC_chr4_139294825_139298114	9.73062	5.01491	0.994982	0.10967	0.02518	0	0.27242	0.11454	0.00225	0.597	2	139296469	139453231	156762	5	139294825	139298114
NDUFC1	ATAC_chr4_139300449_139303112	10.6479	4.4535	0.998458	0.14956	0.03396	0	0.18857	0.09486	0.01778	1.269	4	139301780	139302550	770	1	139300449	139303112
IL15	ATAC_chr4_141304296_141305475	8.87286	11.6205	0.999173	0.23692	0.0573	0	0.68576	0.0828	0	0.567	2	141304885	141636582	331697	5	141304296	141305475
IL15	ATAC_chr4_141307086_141308181	8.87286	14.0285	0.999268	0.23692	0.0573	0	0.68484	0.07452	0	0.567	2	141307633	141636582	328949	5	141307086	141308181
IL15	ATAC_chr4_141308583_141310281	8.87286	18.8001	0.999148	0.23692	0.0573	0	0.85167	0.05501	0	0.567	2	141309431	141636582	327151	5	141308583	141310281
IL15	ATAC_chr4_141311459_141313396	8.87286	10.8684	0.991739	0.23692	0.0573	0	0.70316	0.08633	0	0.567	2	141312427	141636582	324155	5	141311459	141313396
IL15	ATAC_chr4_141332530_141334329	8.87286	6.16475	0.999107	0.23692	0.0573	0	0.50009	0.12692	0.00011	0.567	2	141333429	141636582	303153	5	141332530	141334329
IL15	ATAC_chr4_141347684_141349536	8.87286	10.1559	0.999934	0.23692	0.0573	0	0.60777	0.08113	0	0.567	2	141348609	141636582	287973	5	141347684	141349536
INPP4B	ATAC_chr4_142405009_142407412	7.95433	4.7803	0.999843	0.27743	0.06344	0	0.22497	0.10372	0.03009	0.353	1	142406210	142847431	441221	5	142405009	142407412
GYPE	ATAC_chr4_143773682_143774766	8.67721	5.59475	0.994954	0.09582	0.03225	0	0.27239	0.10171	0.00041	1.616	5	143774223	143905562	131339	5	143773682	143774766
GYPE	ATAC_chr4_143996184_143996554	8.67721	5.04714	0.989645	0.09582	0.03225	0	0.14446	0.06656	0.00198	1.616	5	143996369	143905562	90807	4	143996184	143996554
FBXW7	ATAC_chr4_152303676_152305361	4.91079	12.6431	0.999858	0.30735	0.0643	0	0.65798	0.08095	0	0.232	1	152304518	152536091	231573	5	152303676	152305361
DCHS2	ATAC_chr4_154478074_154479003	7.81205	4.42608	0.999315	0.17594	0.03884	0	0.26948	0.12003	0.01977	1.025	4	154478538	154491798	13260	2	154478074	154479003
DCHS2	ATAC_chr4_154489988_154492825	7.81205	5.04037	0.999231	0.17594	0.03884	0	0.30936	0.08471	0.00037	1.025	4	154491406	154491798	392	1	154489988	154492825
ETFDH	ATAC_chr4_158667586_158668063	4.30407	11.0998	0.999089	0.05945	0.03038	0.00684	0.58703	0.07675	0	1.044	4	158667824	158671967	4143	1	158667586	158668063
GPM6A	ATAC_chr4_175953995_175954999	11.26	5.81796	0.999888	0.28314	0.04962	0	0.35147	0.08995	0.00023	0.218	1	175954497	176002663	48166	3	175953995	175954999
GPM6A	ATAC_chr4_175961309_175962610	11.26	4.88082	0.999863	0.28314	0.04962	0	0.42117	0.09776	0.00023	0.218	1	175961959	176002663	40704	3	175961309	175962610
GPM6A	ATAC_chr4_176010476_176012714	11.1557	8.17404	0.999962	0.28314	0.04962	0	0.69599	0.08432	0	0.218	1	176011595	176002663	8932	2	176010476	176012714
GPM6A	ATAC_chr4_176014750_176015128	11.1557	8.58142	0.999962	0.28314	0.04962	0	0.54372	0.0911	0	0.218	1	176014939	176002663	12276	2	176014750	176015128
GPM6A	ATAC_chr4_176015336_176015582	11.1557	4.52797	0.999613	0.28314	0.04962	0	0.59681	0.09675	1.00E-05	0.218	1	176015459	176002663	12796	2	176015336	176015582
GPM6A	ATAC_chr4_176015869_176016439	11.1557	4.23126	0.999904	0.28314	0.04962	0	0.3965	0.13624	0.00913	0.218	1	176016153	176002663	13490	2	176015869	176016439
WDR17	ATAC_chr4_176123332_176125183	10.0693	6.05501	0.999957	0.38694	0.05593	0	0.15365	0.07975	0.04	0.85	3	176124257	176065840	58417	4	176123332	176125183
WDR17	ATAC_chr4_176262184_176262773	8.56019	4.86459	0.999997	0.38694	0.05593	0	0.33055	0.11311	0.00116	0.85	3	176262478	176065840	196638	5	176262184	176262773
SNX25	ATAC_chr4_185212413_185214985	5.70086	6.50259	0.999713	0.14476	0.04274	0.00013	0.55968	0.09914	0	0.518	2	185213699	185204236	9463	2	185212413	185214985
SNX25	ATAC_chr4_185238192_185239049	5.70086	5.88349	0.999638	0.14476	0.04274	0.00013	0.19122	0.08335	0.01249	0.518	2	185238620	185204236	34384	3	185238192	185239049
UFSP2	ATAC_chr4_185404445_185406443	9.43961	5.23762	0.999727	0.22934	0.05148	0	0.20589	0.09965	0.03272	0.828	3	185405443	185425978	20535	2	185404445	185406443
UFSP2	ATAC_chr4_185424798_185426747	9.43961	8.65303	0.99672	0.22934	0.05148	0	0.39564	0.08891	1.00E-05	0.828	3	185425772	185425978	206	1	185424798	185426747
FRG1	ATAC_chr4_189979446_189980621	6.24488	6.4601	0.996679	0.08084	0.02899	1.00E-05	0.2641	0.09664	0.00021	1.308	4	189980033	189940869	39164	3	189979446	189980621
AHRR	ATAC_chr5_422816_425297	4.47716	7.41056	0.995659	0.13169	0.04611	1.00E-05	0.57361	0.089	0	0.75	3	424056	321713	102343	4	422816	425297
SLC12A7	ATAC_chr5_1103429_1106412	16.6327	12.0713	1	0.57913	0.04141	0	0.71437	0.08083	0	0.885	3	1104920	1112062	7142	2	1103429	1106412
SLC12A7	ATAC_chr5_1106613_1109691	14.5408	6.70111	1	0.57913	0.04141	0	0.55596	0.09364	1.00E-05	0.885	3	1108151	1112062	3911	1	1106613	1109691
SLC12A7	ATAC_chr5_1109992_1112306	14.5408	6.53814	1	0.57913	0.04141	0	0.67957	0.08711	0	0.885	3	1111149	1112062	913	1	1109992	1112306
SLC12A7	ATAC_chr5_1112955_1113627	14.5408	3.49822	0.999621	0.57913	0.04141	0	0.05284	0.11628	0.3629	0.885	3	1113291	1112062	1229	1	1112955	1113627
SEMA5A	ATAC_chr5_9428239_9428617	12.0272	5.56755	0.999968	0.35744	0.05727	0	0.10045	0.18146	0.3372	0.483	2	9428427	9546074	117647	5	9428239	9428617
TRIO	ATAC_chr5_14177037_14177898	4.82333	7.90594	0.99919	0.07115	0.03604	0.01984	0.57461	0.10745	0.00018	0.139	1	14177467	14143341	34126	3	14177037	14177898
ANKH	ATAC_chr5_14868784_14873382	5.06022	4.07208	0.999505	0.38217	0.0566	0	0.45371	0.10744	0.00113	0.499	2	14871083	14871777	694	1	14868784	14873382
AMACR	ATAC_chr5_34005245_34005634	3.599	2.6751	0.917182	0.27687	0.05791	0	0.41004	0.11303	0.00183	0.747	3	34005439	34008103	2664	1	34005245	34005634
PRLR	ATAC_chr5_35229205_35230940	11.9216	5.67685	0.99915	0.28524	0.04531	0	0.23692	0.0898	0.0092	0.293	1	35230072	35230486	414	1	35229205	35230940
PRLR	ATAC_chr5_35248910_35249841	8.79949	3.06569	0.998561	0.28524	0.04531	0	0.12551	0.08719	0.09475	0.293	1	35249375	35230486	18889	2	35248910	35249841
SPEF2	ATAC_chr5_35229205_35230940	4.74235	5.67685	0.996957	0.08782	0.03079	0.00044	0.23692	0.0898	0.0092	0.717	3	35230072	35617843	387771	5	35229205	35230940
SPEF2	ATAC_chr5_35248910_35249841	4.47601	3.06569	0.988214	0.08782	0.03079	0.00044	0.12551	0.08719	0.09475	0.717	3	35249375	35617843	368468	5	35248910	35249841
LMBRD2	ATAC_chr5_36073504_36074210	6.15294	9.5503	0.998562	0.11649	0.03324	1.00E-05	0.71673	0.08024	0	0.547	2	36073857	36151886	78029	4	36073504	36074210
LMBRD2	ATAC_chr5_36089826_36090371	6.11623	4.89209	0.99885	0.11649	0.03324	1.00E-05	0.13099	0.0873	0.09894	0.547	2	36090098	36151886	61788	4	36089826	36090371
PTGER4	ATAC_chr5_40484318_40488133	10.503	6.48902	0.999929	0.27301	0.05389	0	0.24827	0.08509	0.00017	0.3	1	40486225	40679914	193689	5	40484318	40488133
EMB	ATAC_chr5_50576578_50577265	9.77782	5.47496	0.999519	0.20255	0.05566	0	0.21661	0.07122	2.00E-05	1.486	5	50576921	50443247	133674	5	50576578	50577265
EMB	ATAC_chr5_50653405_50654662	9.33112	5.43193	0.999559	0.20255	0.05566	0	0.20783	0.07074	0.00036	1.486	5	50654033	50443247	210786	5	50653405	50654662
PARP8	ATAC_chr5_50576578_50577265	7.69641	5.47496	0.999374	0.1456	0.04074	0	0.21661	0.07122	2.00E-05	0.391	1	50576921	50665898	88977	4	50576578	50577265
PARP8	ATAC_chr5_50653405_50654662	7.8797	5.43193	0.999463	0.1456	0.04074	0	0.20783	0.07074	0.00036	0.391	1	50654033	50665898	11865	2	50653405	50654662
ARL15	ATAC_chr5_54401531_54402383	4.24231	10.3048	0.999476	0.07682	0.04143	0.04041	0.3588	0.12382	0.00643	1.196	4	54401957	54310581	91376	4	54401531	54402383
ARL15	ATAC_chr5_54403272_54403760	4.24231	4.93477	0.998818	0.07682	0.04143	0.04041	0.18904	0.09673	0.04688	1.196	4	54403515	54310581	92934	4	54403272	54403760
IL6ST	ATAC_chr5_56077704_56078642	5.20224	4.08866	0.988262	0.16115	0.04443	0	0.39527	0.1258	0.00272	0.228	1	56078173	55995021	83152	4	56077704	56078642
SETD9	ATAC_chr5_56908137_56911104	16.4726	13.1732	0.999863	0.30922	0.04426	0	0.62996	0.07431	0	0.962	3	56909620	56909259	361	1	56908137	56911104
GPBP1	ATAC_chr5_57166099_57166693	6.80235	6.06898	0.99815	0.11569	0.03373	0	0.50438	0.11004	2.00E-05	0.437	2	57166395	57173947	7552	2	57166099	57166693
GAPT	ATAC_chr5_58766652_58767187	4.27848	4.94288	0.999135	0.03449	0.02215	0.06346	0.17321	0.10828	0.08433	1.873	5	58766919	58491434	275485	5	58766652	58767187
GAPT	ATAC_chr5_58794109_58795975	4.2015	7.8818	0.99965	0.03449	0.02215	0.06346	0.29493	0.09419	0.00195	1.873	5	58795041	58491434	303607	5	58794109	58795975
DIMT1	ATAC_chr5_62284303_62285999	7.66504	9.06543	1	0.11685	0.03887	0	0.31024	0.1021	2.00E-05	1.036	4	62285151	62403942	118791	5	62284303	62285999
DIMT1	ATAC_chr5_62286902_62287609	7.66504	4.00147	0.99911	0.11685	0.03887	0	0.16752	0.07958	0.0037	1.036	4	62287255	62403942	116687	5	62286902	62287609
KIF2A	ATAC_chr5_62284303_62285999	10.1886	9.06543	1	0.2577	0.06786	0	0.31024	0.1021	2.00E-05	0.162	1	62285151	62306161	21010	2	62284303	62285999
KIF2A	ATAC_chr5_62286902_62287609	10.1886	4.00147	0.999152	0.2577	0.06786	0	0.16752	0.07958	0.0037	0.162	1	62287255	62306161	18906	2	62286902	62287609
IPO11	ATAC_chr5_62450320_62450568	5.23557	5.03838	0.998297	0.06901	0.03186	0.00031	0.17852	0.08123	0.0015	0.418	1	62450443	62403971	46472	3	62450320	62450568
RNF180	ATAC_chr5_64146886_64149902	6.67709	4.80744	0.998736	0.13077	0.03585	0	0.33596	0.11703	0.00267	0.837	3	64148393	64165842	17449	2	64146886	64149902
RNF180	ATAC_chr5_64161163_64162632	6.6704	5.69807	0.996989	0.13077	0.03585	0	0.2802	0.09347	0.0018	0.837	3	64161897	64165842	3945	1	64161163	64162632
RNF180	ATAC_chr5_64165208_64166843	6.6704	5.84593	0.995076	0.13077	0.03585	0	0.28188	0.09736	0.00321	0.837	3	64166025	64165842	183	1	64165208	64166843
RNF180	ATAC_chr5_64180603_64181683	6.6704	5.57762	0.997987	0.13077	0.03585	0	0.29177	0.09441	0.00128	0.837	3	64181143	64165842	15301	2	64180603	64181683
RNF180	ATAC_chr5_64184767_64185204	6.6704	5.43335	0.999185	0.13077	0.03585	0	0.31144	0.0967	0.00123	0.837	3	64184985	64165842	19143	2	64184767	64185204
RNF180	ATAC_chr5_64188768_64189579	6.6704	6.05632	0.998826	0.13077	0.03585	0	0.31635	0.09468	0.00075	0.837	3	64189173	64165842	23331	2	64188768	64189579
RNF180	ATAC_chr5_64189788_64191420	6.50984	7.01866	0.998253	0.13077	0.03585	0	0.35268	0.08639	4.00E-05	0.837	3	64190603	64165842	24761	3	64189788	64191420
RNF180	ATAC_chr5_64199009_64199790	6.6704	4.83375	0.998202	0.13077	0.03585	0	0.21107	0.08745	0.01272	0.837	3	64199399	64165842	33557	3	64199009	64199790
ADAMTS6	ATAC_chr5_65059285_65063332	6.51992	4.57272	0.999637	0.25911	0.04864	0	0.57662	0.08496	0	0.22	1	65061308	65481919	420611	5	65059285	65063332
ADAMTS6	ATAC_chr5_65068284_65070474	6.51992	2.88172	0.996328	0.25911	0.04864	0	0.33991	0.12039	0.00248	0.22	1	65069379	65481919	412540	5	65068284	65070474
CDK7	ATAC_chr5_69229980_69230516	4.28318	7.3833	0.999432	0.06673	0.03046	0.00325	0.49843	0.11364	3.00E-05	1.021	4	69230247	69234794	4547	1	69229980	69230516
GTF2H2	ATAC_chr5_71229931_71231388	12.8419	7.33178	0.999997	0.46464	0.09019	0	0.22426	0.17443	0.1647	1.597	5	71230659	71067688	162971	5	71229931	71231388
GTF2H2	ATAC_chr5_71259269_71259670	12.8419	4.13442	0.998872	0.46464	0.09019	0	0.02297	0.05642	0.3531	1.597	5	71259469	71067688	191781	5	71259269	71259670
GTF2H2	ATAC_chr5_71288597_71290717	12.8419	6.87976	0.999996	0.46464	0.09019	0	0.25377	0.12952	0.03588	1.597	5	71289657	71067688	221969	5	71288597	71290717
MAP1B	ATAC_chr5_72093371_72094466	16.9821	19.5389	1	0.46974	0.05475	0	0.87936	0.04083	0	0.133	1	72093918	72107233	13315	2	72093371	72094466
MAP1B	ATAC_chr5_72106886_72109179	16.9821	10.0892	0.999994	0.46974	0.05475	0	0.74366	0.07317	0	0.133	1	72108032	72107233	799	1	72106886	72109179
ENC1	ATAC_chr5_74433461_74433798	4.33759	3.66027	0.994279	0.568	0.04584	0	0.32148	0.11528	0.01771	0.488	2	74433629	74641423	207794	5	74433461	74433798
ENC1	ATAC_chr5_74481213_74481752	14.5659	5.43003	0.999689	0.568	0.04584	0	0.19469	0.13534	0.1397	0.488	2	74481482	74641423	159941	5	74481213	74481752
ENC1	ATAC_chr5_74489459_74489980	14.5659	9.11996	0.999789	0.568	0.04584	0	0.71782	0.07993	0	0.488	2	74489719	74641423	151704	5	74489459	74489980
ENC1	ATAC_chr5_74490606_74491926	14.5659	11.8297	0.999794	0.568	0.04584	0	0.82629	0.05958	0	0.488	2	74491265	74641423	150158	5	74490606	74491926
ENC1	ATAC_chr5_74495673_74496120	14.5659	11.5466	0.999783	0.568	0.04584	0	0.46961	0.10979	0.00086	0.488	2	74495896	74641423	145527	5	74495673	74496120
DMGDH	ATAC_chr5_79261857_79262183	4.9353	7.97139	0.999959	0.04292	0.0214	0.01099	0.48678	0.09656	0	1.173	4	79262019	79236037	25982	3	79261857	79262183
HOMER1	ATAC_chr5_79697241_79697691	3.76415	5.59903	0.999725	0.03056	0.04535	0.2951	0.14339	0.17766	0.2738	0.145	1	79697465	79514133	183332	5	79697241	79697691
